,hotel,country,arrival_date,total_guests,total_stays
15074,Resort Hotel,GBR,2015-07-21,2,7
15075,Resort Hotel,GBR,2015-07-21,3,7
15076,Resort Hotel,GBR,2015-07-21,2,7
15077,Resort Hotel,NLD,2015-07-21,2,8
15078,Resort Hotel,NLD,2015-07-21,3,8
15079,Resort Hotel,CN,2015-07-26,2,3
15080,Resort Hotel,CN,2015-07-26,2,3
15081,Resort Hotel,PRT,2015-08-03,2,6
15082,Resort Hotel,ESP,2015-07-22,2,7
15083,Resort Hotel,PRT,2015-09-04,2,2
15084,Resort Hotel,PRT,2015-09-04,2,2
15085,Resort Hotel,PRT,2015-09-04,2,2
15086,Resort Hotel,PRT,2015-09-04,2,2
15087,Resort Hotel,PRT,2015-09-04,2,2
15088,Resort Hotel,PRT,2015-09-04,2,2
15089,Resort Hotel,PRT,2015-09-04,2,2
15090,Resort Hotel,IRL,2015-07-19,2,10
15091,Resort Hotel,ESP,2015-07-27,3,2
15092,Resort Hotel,ROU,2015-07-25,2,4
15093,Resort Hotel,PRT,2015-07-16,2,13
15094,Resort Hotel,PRT,2015-08-02,2,10
15095,Resort Hotel,GBR,2015-07-16,2,14
15096,Resort Hotel,GBR,2015-07-16,2,14
15097,Resort Hotel,NOR,2015-07-23,2,7
15098,Resort Hotel,SWE,2015-07-23,2,7
15099,Resort Hotel,GBR,2015-07-20,2,10
15100,Resort Hotel,GBR,2015-07-20,2,10
15101,Resort Hotel,ESP,2015-07-28,2,2
15102,Resort Hotel,PRT,2015-07-29,2,1
15103,Resort Hotel,ESP,2015-07-25,2,5
15104,Resort Hotel,PRT,2015-07-23,2,7
15105,Resort Hotel,PRT,2015-08-29,2,14
15106,Resort Hotel,PRT,2015-07-25,2,5
15107,Resort Hotel,PRT,2015-07-29,3,1
15108,Resort Hotel,USA,2015-07-29,3,1
15109,Resort Hotel,PRT,2015-07-27,2,3
15110,Resort Hotel,PRT,2015-07-27,2,3
15111,Resort Hotel,PRT,2015-07-27,2,3
15112,Resort Hotel,PRT,2015-07-26,2,4
15113,Resort Hotel,PRT,2015-07-25,2,5
15114,Resort Hotel,GBR,2015-07-20,2,10
15115,Resort Hotel,PRT,2015-07-16,2,14
15116,Resort Hotel,PRT,2016-05-12,2,2
15117,Resort Hotel,PRT,2016-05-12,2,2
15118,Resort Hotel,PRT,2016-05-12,2,2
15119,Resort Hotel,PRT,2016-05-12,2,2
15120,Resort Hotel,PRT,2016-05-12,2,2
15121,Resort Hotel,PRT,2016-05-12,2,2
15122,Resort Hotel,PRT,2016-05-12,2,2
15123,Resort Hotel,PRT,2016-05-12,2,2
15124,Resort Hotel,PRT,2016-05-12,2,2
15125,Resort Hotel,PRT,2016-05-12,2,2
15126,Resort Hotel,PRT,2016-05-12,2,2
15127,Resort Hotel,PRT,2016-05-12,2,2
15128,Resort Hotel,PRT,2016-05-12,2,2
15129,Resort Hotel,PRT,2016-05-12,2,2
15130,Resort Hotel,PRT,2016-05-12,2,2
15131,Resort Hotel,PRT,2016-05-12,2,2
15132,Resort Hotel,PRT,2016-05-12,2,2
15133,Resort Hotel,PRT,2016-05-12,2,2
15134,Resort Hotel,PRT,2016-05-12,1,2
15135,Resort Hotel,PRT,2016-05-12,1,2
15136,Resort Hotel,ESP,2015-07-30,2,5
15137,Resort Hotel,BEL,2015-07-23,2,8
15138,Resort Hotel,ESP,2015-07-25,2,6
15139,Resort Hotel,GBR,2015-07-30,2,1
15140,Resort Hotel,PRT,2015-07-24,3,7
15141,Resort Hotel,DEU,2015-07-24,3,7
15142,Resort Hotel,PRT,2015-07-24,3,7
15143,Resort Hotel,ISR,2015-07-29,2,2
15144,Resort Hotel,ISR,2015-07-29,2,2
15145,Resort Hotel,PRT,2015-07-26,2,5
15146,Resort Hotel,PRT,2015-07-24,2,7
15147,Resort Hotel,PRT,2015-07-26,1,5
15148,Resort Hotel,IRL,2015-07-26,2,5
15149,Resort Hotel,PRT,2015-07-25,2,6
15150,Resort Hotel,GBR,2015-07-22,3,9
15151,Resort Hotel,PRT,2015-07-24,3,7
15152,Resort Hotel,IRL,2015-07-27,2,4
15153,Resort Hotel,PRT,2015-07-27,2,4
15154,Resort Hotel,CHE,2015-07-27,2,4
15155,Resort Hotel,IRL,2015-07-24,2,7
15156,Resort Hotel,ESP,2015-07-28,3,3
15157,Resort Hotel,PRT,2015-07-24,3,7
15158,Resort Hotel,ESP,2015-07-28,2,3
15159,Resort Hotel,IRL,2015-07-26,2,5
15160,Resort Hotel,NLD,2015-07-27,2,4
15161,Resort Hotel,PRT,2015-07-26,2,5
15162,Resort Hotel,PRT,2015-09-25,2,1
15163,Resort Hotel,PRT,2015-09-25,2,1
15164,Resort Hotel,PRT,2015-09-25,2,1
15165,Resort Hotel,PRT,2015-09-25,2,1
15166,Resort Hotel,PRT,2015-09-25,2,1
15167,Resort Hotel,PRT,2015-09-25,2,1
15168,Resort Hotel,PRT,2015-09-25,2,1
15169,Resort Hotel,PRT,2015-09-25,2,1
15170,Resort Hotel,PRT,2015-09-25,2,1
15171,Resort Hotel,PRT,2015-09-25,2,1
15172,Resort Hotel,PRT,2015-09-25,2,1
15173,Resort Hotel,PRT,2015-09-25,2,1
15174,Resort Hotel,PRT,2015-09-25,2,1
15175,Resort Hotel,PRT,2015-09-25,2,1
15176,Resort Hotel,PRT,2015-09-25,2,1
15177,Resort Hotel,PRT,2015-09-25,2,1
15178,Resort Hotel,PRT,2015-09-25,2,1
15179,Resort Hotel,PRT,2015-09-25,2,1
15180,Resort Hotel,PRT,2015-09-25,2,1
15181,Resort Hotel,PRT,2015-09-25,2,1
15182,Resort Hotel,PRT,2015-09-25,2,1
15183,Resort Hotel,PRT,2015-09-25,2,1
15184,Resort Hotel,PRT,2015-09-25,2,1
15185,Resort Hotel,PRT,2015-09-25,2,1
15186,Resort Hotel,PRT,2015-09-25,2,1
15187,Resort Hotel,PRT,2015-09-25,2,1
15188,Resort Hotel,PRT,2015-09-25,2,1
15189,Resort Hotel,IRL,2015-07-27,2,5
15190,Resort Hotel,PRT,2015-07-23,2,9
15191,Resort Hotel,PRT,2015-07-27,2,5
15192,Resort Hotel,PRT,2015-07-31,2,1
15193,Resort Hotel,PRT,2015-07-31,2,1
15194,Resort Hotel,PRT,2015-07-27,2,5
15195,Resort Hotel,PRT,2015-07-24,2,8
15196,Resort Hotel,PRT,2015-07-27,3,5
15197,Resort Hotel,FRA,2015-07-31,2,1
15198,Resort Hotel,CHN,2015-07-30,2,2
15199,Resort Hotel,PRT,2015-07-26,2,6
15200,Resort Hotel,PRT,2015-07-28,2,4
15201,Resort Hotel,PRT,2015-07-26,4,6
15202,Resort Hotel,ESP,2015-07-27,2,5
15203,Resort Hotel,PRT,2015-07-26,2,6
15204,Resort Hotel,PRT,2015-07-26,2,6
15205,Resort Hotel,PRT,2015-07-26,2,6
15206,Resort Hotel,PRT,2015-07-25,4,7
15207,Resort Hotel,PRT,2015-07-28,1,4
15208,Resort Hotel,PRT,2015-08-01,2,8
15209,Resort Hotel,ESP,2015-07-27,3,5
15210,Resort Hotel,ESP,2015-07-25,2,7
15211,Resort Hotel,PRT,2015-07-25,2,7
15212,Resort Hotel,CHN,2015-07-30,2,2
15213,Resort Hotel,NLD,2015-07-20,3,12
15214,Resort Hotel,PRT,2015-07-22,2,10
15215,Resort Hotel,IRL,2015-09-02,2,7
15216,Resort Hotel,IRL,2015-09-02,2,7
15217,Resort Hotel,IRL,2015-09-02,2,7
15218,Resort Hotel,IRL,2015-09-02,2,7
15219,Resort Hotel,IRL,2015-09-02,2,7
15220,Resort Hotel,IRL,2015-09-02,2,7
15221,Resort Hotel,IRL,2015-09-02,2,7
15222,Resort Hotel,IRL,2015-09-02,2,7
15223,Resort Hotel,IRL,2015-09-02,2,7
15224,Resort Hotel,IRL,2015-09-02,2,7
15225,Resort Hotel,IRL,2015-09-02,2,7
15226,Resort Hotel,IRL,2015-09-02,2,7
15227,Resort Hotel,IRL,2015-09-02,2,7
15228,Resort Hotel,IRL,2015-09-02,2,7
15229,Resort Hotel,PRT,2015-08-04,2,6
15230,Resort Hotel,ESP,2015-07-26,2,7
15231,Resort Hotel,BRA,2015-07-30,3,3
15232,Resort Hotel,AUT,2015-07-28,4,5
15233,Resort Hotel,ESP,2015-07-26,2,7
15234,Resort Hotel,ESP,2015-07-31,2,2
15235,Resort Hotel,ESP,2015-07-26,2,7
15236,Resort Hotel,ESP,2015-07-31,2,2
15237,Resort Hotel,PRT,2015-07-25,2,8
15238,Resort Hotel,PRT,2017-07-22,2,7
15239,Resort Hotel,CHN,2015-07-31,2,2
15240,Resort Hotel,NOR,2015-07-30,3,3
15241,Resort Hotel,CHE,2015-07-25,2,8
15242,Resort Hotel,PRT,2015-07-27,2,6
15243,Resort Hotel,PRT,2015-07-27,2,6
15244,Resort Hotel,CHN,2015-07-31,4,2
15245,Resort Hotel,CHN,2015-07-31,2,2
15246,Resort Hotel,ESP,2015-07-30,2,3
15247,Resort Hotel,PRT,2015-07-27,2,6
15248,Resort Hotel,GBR,2015-07-26,3,7
15249,Resort Hotel,PRT,2015-07-27,2,6
15250,Resort Hotel,PRT,2015-07-31,2,2
15251,Resort Hotel,MAR,2015-07-24,2,9
15252,Resort Hotel,IRL,2015-07-26,3,7
15253,Resort Hotel,PRT,2015-07-26,2,7
15254,Resort Hotel,PRT,2015-07-26,2,7
15255,Resort Hotel,HRV,2015-07-30,2,3
15256,Resort Hotel,PRT,2015-08-01,2,1
15257,Resort Hotel,PRT,2015-07-31,1,2
15258,Resort Hotel,ESP,2015-07-31,2,2
15259,Resort Hotel,PRT,2015-08-02,2,7
15260,Resort Hotel,IRL,2015-07-30,2,4
15261,Resort Hotel,IRL,2015-07-30,2,4
15262,Resort Hotel,ESP,2015-07-27,2,7
15263,Resort Hotel,BRA,2015-07-31,3,3
15264,Resort Hotel,BRA,2015-07-31,3,3
15265,Resort Hotel,BRA,2015-07-31,4,3
15266,Resort Hotel,PRT,2015-07-26,2,8
15267,Resort Hotel,ESP,2015-07-27,2,7
15268,Resort Hotel,PRT,2015-07-30,2,4
15269,Resort Hotel,BEL,2015-08-01,2,2
15270,Resort Hotel,ESP,2015-07-31,2,3
15271,Resort Hotel,ESP,2015-07-30,4,4
15272,Resort Hotel,PRT,2015-07-31,2,3
15273,Resort Hotel,IRL,2015-07-30,1,4
15274,Resort Hotel,ESP,2015-08-01,2,2
15275,Resort Hotel,NOR,2015-07-29,3,5
15276,Resort Hotel,PRT,2015-10-16,2,8
15277,Resort Hotel,GBR,2015-07-30,2,4
15278,Resort Hotel,PRT,2015-08-01,2,2
15279,Resort Hotel,IRL,2015-07-27,2,7
15280,Resort Hotel,PRT,2015-08-01,2,2
15281,Resort Hotel,ESP,2015-07-31,2,3
15282,Resort Hotel,IRL,2015-07-31,2,3
15283,Resort Hotel,GBR,2015-07-31,2,3
15284,Resort Hotel,IRL,2015-07-31,2,3
15285,Resort Hotel,BRA,2015-07-30,2,4
15286,Resort Hotel,IRL,2015-07-31,2,3
15287,Resort Hotel,PRT,2015-08-03,2,1
15288,Resort Hotel,LUX,2015-07-31,3,3
15289,Resort Hotel,LUX,2015-07-31,2,3
15290,Resort Hotel,FRA,2015-07-24,2,11
15291,Resort Hotel,IRL,2015-07-31,2,4
15292,Resort Hotel,GBR,2015-07-28,2,7
15293,Resort Hotel,CN,2015-07-27,2,8
15294,Resort Hotel,ESP,2015-08-02,2,2
15295,Resort Hotel,ESP,2015-08-02,2,2
15296,Resort Hotel,IRL,2015-08-03,3,1
15297,Resort Hotel,PRT,2015-08-01,4,3
15298,Resort Hotel,ESP,2015-07-30,2,5
15299,Resort Hotel,ESP,2015-07-30,2,5
15300,Resort Hotel,PRT,2015-07-30,3,5
15301,Resort Hotel,PRT,2015-08-02,2,2
15302,Resort Hotel,CHE,2015-07-31,2,4
15303,Resort Hotel,PRT,2015-08-03,2,1
15304,Resort Hotel,GBR,2015-07-29,3,6
15305,Resort Hotel,ESP,2015-08-02,2,2
15306,Resort Hotel,IRL,2015-07-27,2,8
15307,Resort Hotel,PRT,2015-08-07,2,4
15308,Resort Hotel,IRL,2015-07-29,2,7
15309,Resort Hotel,PRT,2015-08-02,2,3
15310,Resort Hotel,GBR,2015-07-30,1,6
15311,Resort Hotel,NLD,2015-07-31,2,5
15312,Resort Hotel,GBR,2015-08-04,1,1
15313,Resort Hotel,GBR,2015-08-04,2,1
15314,Resort Hotel,PRT,2015-08-01,2,4
15315,Resort Hotel,PRT,2015-08-01,1,4
15316,Resort Hotel,PRT,2015-08-04,2,1
15317,Resort Hotel,ESP,2015-07-29,2,7
15318,Resort Hotel,ESP,2015-07-29,2,7
15319,Resort Hotel,PRT,2015-08-03,2,2
15320,Resort Hotel,PRT,2015-07-29,2,7
15321,Resort Hotel,PRT,2015-08-01,3,4
15322,Resort Hotel,ITA,2015-07-26,2,10
15323,Resort Hotel,ITA,2017-08-07,2,6
15324,Resort Hotel,CN,2015-07-28,2,8
15325,Resort Hotel,PRT,2015-07-27,3,10
15326,Resort Hotel,IRL,2015-07-30,2,7
15327,Resort Hotel,SWE,2015-07-31,3,6
15328,Resort Hotel,GBR,2015-07-30,2,7
15329,Resort Hotel,GBR,2015-07-30,2,7
15330,Resort Hotel,GBR,2015-07-30,2,7
15331,Resort Hotel,GBR,2015-07-30,2,7
15332,Resort Hotel,PRT,2015-08-05,1,1
15333,Resort Hotel,PRT,2016-01-12,1,1
15334,Resort Hotel,PRT,2016-09-19,1,1
15335,Resort Hotel,PRT,2017-01-02,1,2
15336,Resort Hotel,PRT,2017-02-22,1,1
15337,Resort Hotel,PRT,2017-05-16,1,1
15338,Resort Hotel,PRT,2015-08-04,3,2
15339,Resort Hotel,PRT,2015-08-05,2,1
15340,Resort Hotel,IRL,2015-07-30,4,7
15341,Resort Hotel,FRA,2015-08-01,3,5
15342,Resort Hotel,IRL,2015-07-31,2,6
15343,Resort Hotel,BEL,2015-07-23,2,14
15344,Resort Hotel,PRT,2015-08-05,2,1
15345,Resort Hotel,PRT,2015-08-05,2,1
15346,Resort Hotel,IRL,2015-07-28,2,10
15347,Resort Hotel,GBR,2015-07-24,3,14
15348,Resort Hotel,GBR,2015-08-04,2,3
15349,Resort Hotel,GBR,2015-07-28,2,10
15350,Resort Hotel,PRT,2015-08-03,4,4
15351,Resort Hotel,PRT,2015-08-05,2,2
15352,Resort Hotel,PRT,2015-08-04,2,3
15353,Resort Hotel,PRT,2015-08-03,2,4
15354,Resort Hotel,PRT,2015-08-06,2,1
15355,Resort Hotel,FRA,2015-08-03,2,4
15356,Resort Hotel,PRT,2015-08-02,2,5
15357,Resort Hotel,PRT,2015-08-08,2,7
15358,Resort Hotel,PRT,2015-08-03,4,4
15359,Resort Hotel,PRT,2015-08-03,3,4
15360,Resort Hotel,PRT,2015-08-03,3,4
15361,Resort Hotel,ESP,2015-08-02,3,5
15362,Resort Hotel,GBR,2015-07-31,2,7
15363,Resort Hotel,GBR,2015-07-31,2,7
15364,Resort Hotel,PRT,2015-08-02,2,5
15365,Resort Hotel,ESP,2015-08-02,2,5
15366,Resort Hotel,PRT,2015-08-01,2,6
15367,Resort Hotel,IRL,2015-07-29,2,9
15368,Resort Hotel,PRT,2015-08-03,2,4
15369,Resort Hotel,PRT,2015-08-03,2,4
15370,Resort Hotel,PRT,2015-08-02,2,5
15371,Resort Hotel,LUX,2015-08-02,3,5
15372,Resort Hotel,IRL,2015-07-30,2,9
15373,Resort Hotel,GBR,2015-08-01,4,7
15374,Resort Hotel,PRT,2015-07-29,2,10
15375,Resort Hotel,PRT,2015-08-03,2,5
15376,Resort Hotel,PRT,2015-08-03,3,5
15377,Resort Hotel,PRT,2015-08-03,2,5
15378,Resort Hotel,PRT,2015-08-03,2,5
15379,Resort Hotel,PRT,2015-08-03,2,5
15380,Resort Hotel,PRT,2015-08-01,3,7
15381,Resort Hotel,PRT,2015-09-08,3,7
15382,Resort Hotel,PRT,2015-08-02,3,6
15383,Resort Hotel,PRT,2015-08-03,2,5
15384,Resort Hotel,PRT,2015-08-05,3,3
15385,Resort Hotel,PRT,2015-08-07,2,1
15386,Resort Hotel,PRT,2015-08-02,1,6
15387,Resort Hotel,FRA,2015-08-05,2,3
15388,Resort Hotel,PRT,2015-08-01,3,7
15389,Resort Hotel,PRT,2015-08-01,2,7
15390,Resort Hotel,PRT,2015-08-01,2,7
15391,Resort Hotel,PRT,2015-08-01,2,7
15392,Resort Hotel,PRT,2015-08-01,2,7
15393,Resort Hotel,NLD,2015-07-29,2,10
15394,Resort Hotel,PRT,2015-08-01,2,7
15395,Resort Hotel,PRT,2015-08-05,2,3
15396,Resort Hotel,ESP,2015-08-01,2,8
15397,Resort Hotel,GBR,2015-08-02,2,7
15398,Resort Hotel,GBR,2015-08-02,2,7
15399,Resort Hotel,ESP,2015-08-03,2,6
15400,Resort Hotel,PRT,2015-08-02,2,7
15401,Resort Hotel,PRT,2015-08-04,2,5
15402,Resort Hotel,PRT,2015-08-02,2,7
15403,Resort Hotel,PRT,2015-08-03,2,6
15404,Resort Hotel,PRT,2015-08-01,2,8
15405,Resort Hotel,ESP,2015-08-02,2,7
15406,Resort Hotel,PRT,2015-08-05,2,4
15407,Resort Hotel,PRT,2015-08-02,2,7
15408,Resort Hotel,FRA,2015-08-08,2,1
15409,Resort Hotel,GBR,2015-08-02,2,7
15410,Resort Hotel,FRA,2015-08-02,3,7
15411,Resort Hotel,PRT,2015-08-03,2,6
15412,Resort Hotel,PRT,2015-08-01,2,8
15413,Resort Hotel,PRT,2015-08-04,4,5
15414,Resort Hotel,PRT,2015-08-06,2,3
15415,Resort Hotel,PRT,2015-08-08,3,1
15416,Resort Hotel,PRT,2015-08-08,2,1
15417,Resort Hotel,PRT,2015-08-02,3,7
15418,Resort Hotel,GBR,2015-08-01,2,8
15419,Resort Hotel,PRT,2015-08-02,2,7
15420,Resort Hotel,ESP,2015-08-03,2,6
15421,Resort Hotel,ESP,2015-08-03,2,6
15422,Resort Hotel,ESP,2015-08-03,2,6
15423,Resort Hotel,ESP,2015-08-03,2,6
15424,Resort Hotel,ESP,2015-08-08,2,1
15425,Resort Hotel,PRT,2015-08-06,2,3
15426,Resort Hotel,PRT,2015-08-04,2,5
15427,Resort Hotel,PRT,2015-12-30,2,3
15428,Resort Hotel,PRT,2015-08-01,2,8
15429,Resort Hotel,ESP,2015-08-02,2,7
15430,Resort Hotel,ESP,2015-08-08,2,1
15431,Resort Hotel,ESP,2015-08-10,2,3
15432,Resort Hotel,GBR,2015-08-07,2,3
15433,Resort Hotel,PRT,2015-08-01,2,9
15434,Resort Hotel,GBR,2015-08-03,2,7
15435,Resort Hotel,ESP,2015-08-07,2,3
15436,Resort Hotel,GBR,2015-08-03,1,7
15437,Resort Hotel,ESP,2015-08-03,2,7
15438,Resort Hotel,PRT,2015-08-04,3,6
15439,Resort Hotel,IRL,2015-08-03,2,7
15440,Resort Hotel,BEL,2015-07-23,3,18
15441,Resort Hotel,PRT,2015-08-03,2,7
15442,Resort Hotel,PRT,2015-08-01,1,9
15443,Resort Hotel,CHE,2015-08-03,2,7
15444,Resort Hotel,PRT,2015-08-03,2,7
15445,Resort Hotel,USA,2015-08-09,2,1
15446,Resort Hotel,PRT,2015-08-08,3,2
15447,Resort Hotel,USA,2015-08-09,2,1
15448,Resort Hotel,PRT,2015-08-01,2,9
15449,Resort Hotel,PRT,2015-08-09,2,1
15450,Resort Hotel,PRT,2015-08-09,2,1
15451,Resort Hotel,PRT,2015-08-09,2,1
15452,Resort Hotel,ESP,2015-08-09,2,1
15453,Resort Hotel,PRT,2015-08-03,3,7
15454,Resort Hotel,ESP,2015-08-03,2,7
15455,Resort Hotel,PRT,2015-08-14,4,1
15456,Resort Hotel,PRT,2015-08-06,2,4
15457,Resort Hotel,NLD,2015-08-03,3,7
15458,Resort Hotel,NOR,2015-08-03,3,7
15459,Resort Hotel,IRL,2015-08-06,2,4
15460,Resort Hotel,NOR,2015-08-03,2,7
15461,Resort Hotel,PRT,2015-08-03,2,7
15462,Resort Hotel,PRT,2015-08-03,3,7
15463,Resort Hotel,NLD,2015-08-03,2,7
15464,Resort Hotel,PRT,2015-08-03,2,7
15465,Resort Hotel,PRT,2015-08-03,2,7
15466,Resort Hotel,PRT,2015-08-24,4,6
15467,Resort Hotel,GBR,2015-08-07,2,3
15468,Resort Hotel,GBR,2017-05-05,2,3
15469,Resort Hotel,GBR,2015-08-04,2,7
15470,Resort Hotel,PRT,2015-08-10,3,7
15471,Resort Hotel,ESP,2015-08-07,2,4
15472,Resort Hotel,GBR,2015-08-06,2,5
15473,Resort Hotel,PRT,2015-08-03,2,8
15474,Resort Hotel,PRT,2015-08-07,2,4
15475,Resort Hotel,PRT,2015-08-09,2,2
15476,Resort Hotel,PRT,2015-08-01,2,10
15477,Resort Hotel,FRA,2015-08-04,2,7
15478,Resort Hotel,FRA,2015-08-04,2,7
15479,Resort Hotel,ROU,2015-08-10,2,1
15480,Resort Hotel,ESP,2015-08-09,2,2
15481,Resort Hotel,CHE,2015-08-06,3,5
15482,Resort Hotel,PRT,2015-08-01,2,10
15483,Resort Hotel,PRT,2015-08-01,2,10
15484,Resort Hotel,GBR,2015-08-01,3,10
15485,Resort Hotel,GBR,2015-08-03,2,9
15486,Resort Hotel,GBR,2015-08-03,2,9
15487,Resort Hotel,POL,2015-08-08,2,4
15488,Resort Hotel,ROU,2015-08-05,2,7
15489,Resort Hotel,ESP,2015-08-09,2,3
15490,Resort Hotel,ESP,2015-08-09,2,3
15491,Resort Hotel,PRT,2015-08-06,2,6
15492,Resort Hotel,PRT,2015-08-08,2,4
15493,Resort Hotel,PRT,2016-08-06,2,6
15494,Resort Hotel,PRT,2015-08-02,2,10
15495,Resort Hotel,ESP,2015-08-05,2,7
15496,Resort Hotel,PRT,2015-08-11,3,1
15497,Resort Hotel,PRT,2015-08-07,2,5
15498,Resort Hotel,ESP,2015-08-09,4,3
15499,Resort Hotel,PRT,2015-08-10,2,2
15500,Resort Hotel,PRT,2015-10-03,2,7
15501,Resort Hotel,PRT,2015-10-03,2,7
15502,Resort Hotel,PRT,2015-10-03,2,7
15503,Resort Hotel,PRT,2015-10-03,2,7
15504,Resort Hotel,PRT,2015-10-03,2,7
15505,Resort Hotel,PRT,2015-10-03,2,7
15506,Resort Hotel,PRT,2015-08-09,2,3
15507,Resort Hotel,ESP,2015-09-14,2,2
15508,Resort Hotel,ESP,2015-09-14,2,2
15509,Resort Hotel,ESP,2015-09-14,2,2
15510,Resort Hotel,IRL,2015-08-04,2,9
15511,Resort Hotel,GBR,2015-07-30,2,14
15512,Resort Hotel,GBR,2015-07-30,3,14
15513,Resort Hotel,PRT,2015-08-12,1,1
15514,Resort Hotel,PRT,2015-08-10,2,3
15515,Resort Hotel,PRT,2015-08-10,2,3
15516,Resort Hotel,FRA,2015-08-10,2,3
15517,Resort Hotel,PRT,2015-08-01,2,12
15518,Resort Hotel,CHE,2015-08-01,2,12
15519,Resort Hotel,ESP,2015-08-10,2,3
15520,Resort Hotel,ESP,2015-08-09,2,4
15521,Resort Hotel,ESP,2015-08-02,2,11
15522,Resort Hotel,PRT,2015-08-12,2,1
15523,Resort Hotel,DNK,2015-08-10,2,3
15524,Resort Hotel,PRT,2015-08-08,2,5
15525,Resort Hotel,PRT,2015-08-12,2,1
15526,Resort Hotel,ESP,2015-08-11,2,2
15527,Resort Hotel,GBR,2015-08-07,2,6
15528,Resort Hotel,GBR,2015-08-04,2,10
15529,Resort Hotel,GBR,2015-08-04,2,10
15530,Resort Hotel,GBR,2015-08-04,2,10
15531,Resort Hotel,ESP,2015-08-07,2,7
15532,Resort Hotel,ESP,2015-08-07,2,7
15533,Resort Hotel,PRT,2015-08-09,2,5
15534,Resort Hotel,ESP,2015-08-08,2,6
15535,Resort Hotel,PRT,2015-08-10,2,4
15536,Resort Hotel,ESP,2015-08-10,2,4
15537,Resort Hotel,PRT,2015-08-04,3,10
15538,Resort Hotel,ESP,2015-08-10,2,4
15539,Resort Hotel,ESP,2015-08-08,2,6
15540,Resort Hotel,GBR,2015-08-13,2,1
15541,Resort Hotel,RUS,2015-08-09,1,5
15542,Resort Hotel,PRT,2015-08-08,2,6
15543,Resort Hotel,GBR,2015-08-10,2,4
15544,Resort Hotel,PRT,2015-08-10,2,4
15545,Resort Hotel,PRT,2015-08-07,2,7
15546,Resort Hotel,AUT,2015-08-12,2,2
15547,Resort Hotel,PRT,2015-08-01,3,13
15548,Resort Hotel,NLD,2015-07-31,2,14
15549,Resort Hotel,IRL,2015-08-08,2,7
15550,Resort Hotel,PRT,2015-08-08,2,7
15551,Resort Hotel,FRA,2015-08-09,2,6
15552,Resort Hotel,ESP,2015-08-08,2,7
15553,Resort Hotel,GBR,2015-08-07,3,8
15554,Resort Hotel,ESP,2015-08-09,2,6
15555,Resort Hotel,PRT,2015-08-07,2,8
15556,Resort Hotel,PRT,2015-08-11,1,4
15557,Resort Hotel,PRT,2015-08-10,3,5
15558,Resort Hotel,PRT,2015-08-07,2,8
15559,Resort Hotel,ESP,2015-08-09,2,6
15560,Resort Hotel,ESP,2015-08-10,2,5
15561,Resort Hotel,PRT,2015-08-11,2,4
15562,Resort Hotel,PRT,2015-08-08,2,7
15563,Resort Hotel,PRT,2015-08-11,2,4
15564,Resort Hotel,PRT,2015-08-11,3,4
15565,Resort Hotel,PRT,2015-08-10,2,5
15566,Resort Hotel,PRT,2015-08-28,2,2
15567,Resort Hotel,FRA,2015-08-12,2,3
15568,Resort Hotel,ROU,2015-08-04,2,11
15569,Resort Hotel,FRA,2015-08-10,3,5
15570,Resort Hotel,PRT,2015-08-09,2,6
15571,Resort Hotel,ESP,2015-08-09,4,6
15572,Resort Hotel,PRT,2015-08-10,3,5
15573,Resort Hotel,PRT,2015-08-11,4,4
15574,Resort Hotel,IRL,2015-08-13,2,2
15575,Resort Hotel,PRT,2015-08-10,2,5
15576,Resort Hotel,ARG,2015-08-10,2,5
15577,Resort Hotel,PRT,2015-08-09,2,6
15578,Resort Hotel,PRT,2015-09-16,3,7
15579,Resort Hotel,IRL,2015-08-09,3,7
15580,Resort Hotel,GBR,2015-08-02,3,14
15581,Resort Hotel,ESP,2015-08-11,3,5
15582,Resort Hotel,ESP,2015-08-11,3,5
15583,Resort Hotel,ESP,2015-08-11,2,5
15584,Resort Hotel,FRA,2015-08-02,2,14
15585,Resort Hotel,FRA,2015-08-02,2,14
15586,Resort Hotel,PRT,2015-08-08,2,8
15587,Resort Hotel,PRT,2015-08-09,3,7
15588,Resort Hotel,PRT,2015-08-09,2,7
15589,Resort Hotel,PRT,2015-08-09,3,7
15590,Resort Hotel,PRT,2015-08-11,3,5
15591,Resort Hotel,PRT,2017-07-15,3,5
15592,Resort Hotel,PRT,2015-08-10,3,6
15593,Resort Hotel,PRT,2015-08-07,3,9
15594,Resort Hotel,PRT,2015-08-15,2,1
15595,Resort Hotel,IRL,2015-08-15,2,6
15596,Resort Hotel,IRL,2015-08-13,2,3
15597,Resort Hotel,PRT,2015-08-09,1,7
15598,Resort Hotel,ESP,2015-08-10,2,6
15599,Resort Hotel,ESP,2015-08-10,2,6
15600,Resort Hotel,ESP,2015-08-10,2,6
15601,Resort Hotel,PRT,2015-08-10,3,6
15602,Resort Hotel,PRT,2015-08-12,3,4
15603,Resort Hotel,ESP,2015-08-12,2,4
15604,Resort Hotel,DEU,2015-08-05,2,11
15605,Resort Hotel,ESP,2015-08-13,2,3
15606,Resort Hotel,PRT,2015-08-14,2,2
15607,Resort Hotel,PRT,2015-08-10,2,6
15608,Resort Hotel,PRT,2015-08-07,2,9
15609,Resort Hotel,BRA,2015-08-13,2,3
15610,Resort Hotel,NZL,2015-08-10,3,6
